#;COLAlloc;Quantity;MinQuantity;MaxQuantity;HasSalesBudgetReservation;RequiresOrderCombination;NrOfActiveRoutingChainUpstream;SelectedShippingShop;Вид ГП;DeliveryType;ImgPlannedStatus;RoutingId;Name;ProductId;ProductName;LatestDesiredDeliveryDate;ProductSpecificationId;ResourceGroupIds
3185;40363659/4;5,9;1,06;10,66;ИСТИНА;ЛОЖЬ;2;13;ПХТД;ЛСТ;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;5C83976051ADD07A5D7DAAD1295EB60E;G_OTGRH
3186;40375615/3;260;234;273;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;581A801D0AF346B150C34D09D0F51387;G_OTGRH
3187;40375805/30;18;14,4;21,6;ИСТИНА;ЛОЖЬ;8;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;2F5F455D2754C74382109DAEB75E5C2A;G_OTGRH
3188;40364569/1;44;37,4;48,4;ИСТИНА;ЛОЖЬ;24;13;ПХТД;ЛСТ;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;8804208D9C2A4B8B6804559F8377C06C;G_OTGRH
3189;40368615/2;68;61,2;74,8;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;A4AE5D1535DC707DDDFAE1AB037193D4;G_OTGRH, G_VSL1
3190;40364054/14;20;16;24;ИСТИНА;ЛОЖЬ;2;13;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;86514A618FE62194EA8D600856BB955D;G_OTGRH
3191;40363933/4;3,6;0;7,97;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus2;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;27FDB792C5A9F836BA466AB884D1AE01;G_OTGRH, G_VSL1
3192;40363494/3;9,8;3,21;14,21;ИСТИНА;ЛОЖЬ;2;13;ПХТД;ЛСТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;9FD3931CADB8164EE0011CACBCB7F73C;G_OTGRH
3193;40375675/2;20;16;24;ИСТИНА;ЛОЖЬ;2;15;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;59FD7135E5924D9F8BCB14FEC6B11CEE;G_OTGRH
3194;40375857/1;68;61,2;74,8;ИСТИНА;ЛОЖЬ;2;13;ПХТД;ЛСТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;F7907A9A572291227610B71711673E1A;G_OTGRH
3195;40363430/3;9,4;4,63;14,23;ИСТИНА;ЛОЖЬ;12;13;ПХТД;ЛСТ;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;9F3CDF49A6C72C078D6BBBF853536A2E;G_OTGRH
3196;40374056/2;1,6;0;3,58;ИСТИНА;ЛОЖЬ;1;15;ПХИ;ЛНТ;ImgPlannedStatusUpstreamNotPlanned;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;3-мая-2020;52385DDE0AE49CB365EF9B1572A24AE7;G_OTGRD, G_VSL1
3197;40371316/5;16;0;28,78;ИСТИНА;ЛОЖЬ;48;15;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;5F29C0A607BBB27A427380359E07046A;G_OTGRH
3198;40375588/1;44;37,4;48,4;ИСТИНА;ЛОЖЬ;8;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;07D48664D8F596761F2840582846F815;G_OTGRH
3199;40363795/2;44;37,4;48,4;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;81CE6585B9859D194C6C899FAC91501D;G_OTGRH, G_VSL1
3200;40372416/1;60;51;66;ИСТИНА;ЛОЖЬ;2;13;ПГО;ЛНТ;ImgPlannedStatus3;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;3-мая-2020;C2A5DBAF66513A9AA779156A20333C81;G_OTGRH
3201;40367968/13;44;37,4;48,4;ИСТИНА;ЛОЖЬ;2;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;32725CB3815761E1E800254138878720;G_OTGRG
3202;40371162/1;20;16;24;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;3-мая-2020;50171E9B1B658F1CF801BB5CB46D8992;G_OTGRD
3203;40371619/1;130;117;143;ИСТИНА;ЛОЖЬ;64;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;F4A248FBC71E46CB3FFDF3EA70DEDF38;G_OTGRH
3204;40368214/5;195;185,25;204,75;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;3C316CC3A702C98FCBEDD33B8C24229A;G_OTGRG
3205;40354241/3;16,7;10,06;21,06;ИСТИНА;ЛОЖЬ;12;13;ПХТД;ЛСТ;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;02069A5BB3C49EA0E2F80661BEB6C055;G_OTGRH
3206;40375855/1;240;216;252;ИСТИНА;ЛОЖЬ;8;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;F96050C18A3BACE2C2FA9612D3F2ADA8;G_OTGRH
3207;40371185/1;195;185,25;204,75;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;6A841F496E4E7BBA9A56EC9E366EEC8C;G_OTGRG
3208;40368267/2;65;58,5;71,5;ИСТИНА;ЛОЖЬ;2;13;ПГТД;РЛН;ImgPlannedStatus2;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;3E4DDA6F1403FC2AA5438DF9FEADE28D;G_OTGRH, G_VSL1
3209;40374933/4;100;90;110;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;3-мая-2020;F4DFC1609E987D9DBF6A9416F00C56C6;G_OTGRD
3210;40373138/7;102;91,8;112,2;ИСТИНА;ЛОЖЬ;8;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;9891A7417A4D771582BFE3D81EDCF666;G_OTGRG
3211;40372805/1;24;19,2;28,8;ИСТИНА;ЛОЖЬ;32;15;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;B6A27A31CFC61F2F4FCCA40A566CEC15;G_OTGRH
3212;40375805/20;64;54,4;70,4;ИСТИНА;ЛОЖЬ;22;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;7BB22AE67885C318A1F72A0D8E8E7955;G_OTGRH
3213;40364614/2;3,5;0;7,86;ИСТИНА;ЛОЖЬ;6;13;ПХТД;ЛСТ;ImgPlannedStatusUpstreamNotPlanned;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;FA1371E374B60AE7A2237AE3A3D748E3;G_OTGRH
3214;40367636/4;64;54,4;70,4;ИСТИНА;ЛОЖЬ;2;13;ПГО;РЛН;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;3-мая-2020;CDBFE806C55645EA7C51CFA691C4D397;G_OTGRH
3215;40366458/1;65;58,5;71,5;ИСТИНА;ЛОЖЬ;2;13;ПГТД;РЛН;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;9B4C8001E18B181415A82065C7EFFDF4;G_OTGRH, G_VSL1
3216;40371359/1;120;108;132;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;7C71A78D787BB99BA1E1C460164D27FD;G_OTGRH
3217;40372968/1;24;19,2;28,8;ИСТИНА;ЛОЖЬ;2;13;ПГО;ЛСТ;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;3-мая-2020;BDD9372CDD57BA6D24EC35EFF04A2D73;G_OTGRH
3218;40363469/1;23,8;14,24;30,24;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;F3B09E5E07607AC8AD17D5164890F672;G_OTGRH
3219;40375691/3;25;20;27,5;ИСТИНА;ЛОЖЬ;16;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;1DA5B22732DA4CA6FB6CC2E8F13E8D60;G_OTGRH
3220;40364053/3;18,8;14,03;23,63;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus2;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;88F6F1A71218BDF87B67537F5C3E8E37;G_OTGRH, G_VSL1
3221;40375856/3;68;61,2;74,8;ИСТИНА;ЛОЖЬ;32;13;ПХТД;ЛСТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;52EA1C795AA1BE050107DC92E125FC1C;G_OTGRH
3222;40363330/20;21,8;13,02;26,22;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;C0F82B09F01B81DB7B0FD56BAC3E462B;G_OTGRH
3223;40364570/3;68;61,2;74,8;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;859853F370CC94C69366B7CC77B96526;G_OTGRH, G_VSL1
3224;40364448/1;4,9;0,11;9,71;ИСТИНА;ЛОЖЬ;56;13;ПХТД;ЛСТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;C834816C6BE279F0C00075CAA3515206;G_OTGRH
3225;40374876/22;204;183,6;214,2;ИСТИНА;ЛОЖЬ;16;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;BC42A0AE04C0B0A695A020C85536BD36;G_OTGRG
3226;40368460/3;70;63;77;ИСТИНА;ЛОЖЬ;1;15;ПХИ;ЛНТ;ImgPlannedStatus3;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;3-мая-2020;36B3253B5DDC673692CD9B8DDA7B0A92;G_OTGRD, G_VSL1
3227;40375305/2;20;16;24;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;A3BEA8AC29676F14B56EF3E13A29B478;G_OTGRH
3228;40372877/4;48;40,8;52,8;ИСТИНА;ЛОЖЬ;16;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;8FAA6F961792E53CC5102E9555941325;G_OTGRH
3229;40371142/12;30;24;33;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;B5366A2F66DA5E8C451A8BEA813F486D;G_OTGRH
3230;40363857/2;24;19,2;28,8;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus2;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;9215518064BEDF3424BB3BD2BBD731AD;G_OTGRH, G_VSL1
3231;40375859/2;192;172,8;201,6;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;414B6659B13A526AEB5452B07A02B4A8;G_OTGRH
3232;40374916/14;40;34;44;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;3-мая-2020;7BF2627F4B2F2CC31D09FD7FAB20B0EC;G_OTGRD
3233;40371193/2;260;247;273;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;2B2CF2CB2DA2FCAA10141F9096F0F8DC;G_OTGRG
3234;40375703/2;44;37,4;48,4;ИСТИНА;ЛОЖЬ;8;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;DFA8D54742B199381376A85CE296F6AE;G_OTGRG
3235;40372565/4;4,5;4,275;4,725;ИСТИНА;ЛОЖЬ;4;11;ПХА;ЛНТ;ImgPlannedStatusUpstreamNotPlanned;40346921|1|01|001T;Отгрузка ЦТС;QHF_0104210_YP;Прокат холод. анизотропный упаковка;26-апр.-2020;420DCECC7A1CFEA670D6C145AB858C79;G_OTGRT
3236;40357391/1;520;494;546;ИСТИНА;ЛОЖЬ;3;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;50784C3B0B83BA09846BC8181063B1E5;G_OTGRG
3237;40372387/3;68;61,2;74,8;ИСТИНА;ЛОЖЬ;48;13;ПХТД;ЛСТ;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;DBEEB8355C7C4B8606A70675613A70FD;G_OTGRH
3238;40364141/2;24;19,2;28,8;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;0CD1FC675664E9B20EBFE209FB8CBAF8;G_OTGRH
3239;40375063/4;24;19,2;28,8;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;6C7C6D6D24CA67F8436B6654FC231319;G_OTGRH
3240;40375687/2;64;54,4;70,4;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;B3C21612E7BAFF74986F939722472B3D;G_OTGRH
3241;40375805/1;20;16;24;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;28425CF05AED0697992791BA12394020;G_OTGRH
3242;40375688/3;42;35,7;46,2;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;5DBD4F2C05A0BD0C8A476C063D7A89A9;G_OTGRH
3243;40360295/6;14,4;1,64;27,24;ИСТИНА;ЛОЖЬ;24;15;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;D694F437A6704309BE884A02EC923849;G_OTGRH
3244;40364310/2;6;1,2;10,8;ИСТИНА;ЛОЖЬ;4;13;ПХО;ЛСТ;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;46EECA0590DA06356092728DE3739187;G_OTGRH
3245;40372740/3;40;34;44;ИСТИНА;ЛОЖЬ;80;13;ПХТД;ЛСТ;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;21AA8065897D67C9690511B3AFE5F5F5;G_OTGRH
3246;40371525/1;44;37,4;48,4;ИСТИНА;ЛОЖЬ;16;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;CA8BCB3B65B58EC9090F75D13E6FB37A;G_OTGRG
3247;40372742/2;136;122,4;142,8;ИСТИНА;ЛОЖЬ;6;13;ПХТД;ЛСТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;E420F79EE9926EB624D6B4E1B19B0639;G_OTGRH
3248;40364702/59;55;46,75;60,5;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;7ED19C6C214EE7D140C8007D98FC8D9A;G_OTGRH
3249;40371302/3;40;34;44;ИСТИНА;ЛОЖЬ;18;15;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;9487DD07BFFDBFBD72B12C0C40868AF7;G_OTGRH
3250;40372712/1;44;37,4;48,4;ИСТИНА;ЛОЖЬ;4;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;39ACA29FA43BABD213181819B84271D1;G_OTGRG
3251;40375238/2;100;90;110;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;3-мая-2020;C1EE9D040D175AB218AEA6EEDB60F124;G_OTGRD
3252;40375367/3;120;108;132;ИСТИНА;ЛОЖЬ;2;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;1548B2F978175E89AD32071781C05353;G_OTGRH
3253;40375639/1;50;45;55;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;3-мая-2020;6E3CFA2E7F7E8280E24F0A30B3257143;G_OTGRD, G_VSL1
3254;40368419/7;306,2;274,16;322,16;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;80A9518A978114920B10DEC25922E815;G_OTGRH
